locus_tag	ftype	length_bp	gene	EC_number	COG	product
LCEDHOCC_01261	gene	381				
LCEDHOCC_01261	CDS	381				hypothetical protein
LCEDHOCC_01262	gene	879				
LCEDHOCC_01262	CDS	879				hypothetical protein
LCEDHOCC_01263	gene	429				
LCEDHOCC_01263	CDS	429				hypothetical protein
LCEDHOCC_01264	gene	444				
LCEDHOCC_01264	CDS	444				hypothetical protein
LCEDHOCC_01265	gene	225				
LCEDHOCC_01265	CDS	225				hypothetical protein
LCEDHOCC_01266	gene	681				
LCEDHOCC_01266	CDS	681				hypothetical protein
LCEDHOCC_01267	gene	1593	aceF			
LCEDHOCC_01267	CDS	1593	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
LCEDHOCC_01268	gene	378				
LCEDHOCC_01268	CDS	378				hypothetical protein
LCEDHOCC_01269	gene	399				
LCEDHOCC_01269	CDS	399				hypothetical protein
LCEDHOCC_01270	gene	678				
LCEDHOCC_01270	CDS	678				hypothetical protein
LCEDHOCC_01271	gene	546				
LCEDHOCC_01271	CDS	546				hypothetical protein
LCEDHOCC_01272	gene	273				
LCEDHOCC_01272	CDS	273				hypothetical protein
LCEDHOCC_01273	gene	357	aroA			
LCEDHOCC_01273	CDS	357	aroA		COG1605	Protein AroA(G)
LCEDHOCC_01274	gene	858	folP			
LCEDHOCC_01274	CDS	858	folP	2.5.1.15	COG0294	Dihydropteroate synthase
LCEDHOCC_01275	gene	315				
LCEDHOCC_01275	CDS	315				hypothetical protein
LCEDHOCC_01276	gene	1416	glmU_2			
LCEDHOCC_01276	CDS	1416	glmU_2			Bifunctional protein GlmU
LCEDHOCC_01277	gene	273				
LCEDHOCC_01277	CDS	273				hypothetical protein
LCEDHOCC_01278	gene	714	gph_2			
LCEDHOCC_01278	CDS	714	gph_2	3.1.3.18		Phosphoglycolate phosphatase
LCEDHOCC_01279	gene	957				
LCEDHOCC_01279	CDS	957				IS110 family transposase ISNme5
LCEDHOCC_01280	gene	738	purH			
LCEDHOCC_01280	CDS	738	purH		COG0138	Bifunctional purine biosynthesis protein PurH
LCEDHOCC_01281	gene	705	dapF			
LCEDHOCC_01281	CDS	705	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
LCEDHOCC_01282	gene	606				
LCEDHOCC_01282	CDS	606				hypothetical protein
LCEDHOCC_01283	gene	933	cysK			
LCEDHOCC_01283	CDS	933	cysK	2.5.1.47	COG0031	Cysteine synthase
LCEDHOCC_01284	gene	1635	groL			
LCEDHOCC_01284	CDS	1635	groL		COG0459	60 kDa chaperonin
LCEDHOCC_01285	gene	291	groS			
LCEDHOCC_01285	CDS	291	groS		COG0234	10 kDa chaperonin
LCEDHOCC_01286	gene	249				
LCEDHOCC_01286	CDS	249				hypothetical protein
LCEDHOCC_01287	gene	831				
LCEDHOCC_01287	CDS	831				hypothetical protein
LCEDHOCC_01288	gene	318				
LCEDHOCC_01288	CDS	318				hypothetical protein
LCEDHOCC_01289	gene	666				
LCEDHOCC_01289	CDS	666				hypothetical protein
LCEDHOCC_01290	gene	927	fmt			
LCEDHOCC_01290	CDS	927	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
LCEDHOCC_01291	gene	519	ymdB			
LCEDHOCC_01291	CDS	519	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
LCEDHOCC_01292	gene	483				
LCEDHOCC_01292	CDS	483				hypothetical protein
LCEDHOCC_01293	gene	210				
LCEDHOCC_01293	CDS	210				hypothetical protein
LCEDHOCC_01294	gene	156				
LCEDHOCC_01294	CDS	156				hypothetical protein
LCEDHOCC_01295	gene	606				
LCEDHOCC_01295	CDS	606				hypothetical protein
LCEDHOCC_01296	gene	288				
LCEDHOCC_01296	CDS	288				hypothetical protein
LCEDHOCC_01297	gene	303				
LCEDHOCC_01297	CDS	303				hypothetical protein
LCEDHOCC_01298	gene	462	accB			
LCEDHOCC_01298	CDS	462	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
LCEDHOCC_01299	gene	1362	accC			
LCEDHOCC_01299	CDS	1362	accC	6.3.4.14	COG0439	Biotin carboxylase
LCEDHOCC_01300	gene	552	tehB			
LCEDHOCC_01300	CDS	552	tehB	2.1.1.-		putative S-adenosyl-L-methionine-dependent methyltransferase TehB
LCEDHOCC_01301	gene	807	thiD			
LCEDHOCC_01301	CDS	807	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
LCEDHOCC_01302	gene	76				
LCEDHOCC_01302	tRNA	76				tRNA-Glu(ttc)
LCEDHOCC_01303	gene	1542	pntA			
LCEDHOCC_01303	CDS	1542	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
LCEDHOCC_01304	gene	384				
LCEDHOCC_01304	CDS	384				hypothetical protein
LCEDHOCC_01305	gene	216				
LCEDHOCC_01305	CDS	216				hypothetical protein
LCEDHOCC_01306	gene	315				
LCEDHOCC_01306	CDS	315				hypothetical protein
LCEDHOCC_01307	gene	1137				
LCEDHOCC_01307	CDS	1137				hypothetical protein
LCEDHOCC_01308	gene	225	slyX			
LCEDHOCC_01308	CDS	225	slyX			Protein SlyX
LCEDHOCC_01309	gene	561				
LCEDHOCC_01309	CDS	561				hypothetical protein
LCEDHOCC_01310	gene	1101	anmK			
LCEDHOCC_01310	CDS	1101	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
LCEDHOCC_01311	gene	351				
LCEDHOCC_01311	CDS	351				hypothetical protein
LCEDHOCC_01312	gene	258				
LCEDHOCC_01312	CDS	258				hypothetical protein
LCEDHOCC_01313	gene	207				
LCEDHOCC_01313	CDS	207				hypothetical protein
LCEDHOCC_01314	gene	1542	der			
LCEDHOCC_01314	CDS	1542	der		COG1160	GTPase Der
LCEDHOCC_01315	gene	900	rdgC			
LCEDHOCC_01315	CDS	900	rdgC		COG2974	Recombination-associated protein RdgC
LCEDHOCC_01316	gene	396				
LCEDHOCC_01316	CDS	396				hypothetical protein
LCEDHOCC_01317	gene	1308	hom			
LCEDHOCC_01317	CDS	1308	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
LCEDHOCC_01318	gene	435				
LCEDHOCC_01318	CDS	435				hypothetical protein
LCEDHOCC_01319	gene	1056	tal			
LCEDHOCC_01319	CDS	1056	tal	2.2.1.2		Transaldolase
LCEDHOCC_01320	gene	975	kdsD			
LCEDHOCC_01320	CDS	975	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
LCEDHOCC_01321	gene	288				
LCEDHOCC_01321	CDS	288				hypothetical protein
LCEDHOCC_01322	gene	486	pncC_2			
LCEDHOCC_01322	CDS	486	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
LCEDHOCC_01323	gene	1569	msrAB			
LCEDHOCC_01323	CDS	1569	msrAB			Peptide methionine sulfoxide reductase MsrA/MsrB
LCEDHOCC_01324	gene	1929	dnaK			
LCEDHOCC_01324	CDS	1929	dnaK		COG0443	Chaperone protein DnaK
LCEDHOCC_01325	gene	123				
LCEDHOCC_01325	CDS	123				hypothetical protein
LCEDHOCC_01326	gene	1479	murE			
LCEDHOCC_01326	CDS	1479	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
LCEDHOCC_01327	gene	786	penA_1			
LCEDHOCC_01327	CDS	786	penA_1	3.4.16.4	COG0768	putative peptidoglycan D,D-transpeptidase PenA
LCEDHOCC_01328	gene	2370				
LCEDHOCC_01328	CDS	2370				hypothetical protein
LCEDHOCC_01329	gene	618	thiE			
LCEDHOCC_01329	CDS	618	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
LCEDHOCC_01330	gene	195				
LCEDHOCC_01330	CDS	195				hypothetical protein
LCEDHOCC_01331	gene	789	thiG			
LCEDHOCC_01331	CDS	789	thiG	2.8.1.10	COG2022	Thiazole synthase
LCEDHOCC_01332	gene	76				
LCEDHOCC_01332	tRNA	76				tRNA-Gly(gcc)
LCEDHOCC_01333	gene	564	pgsA			
LCEDHOCC_01333	CDS	564	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
LCEDHOCC_01334	gene	423				
LCEDHOCC_01334	CDS	423				hypothetical protein
LCEDHOCC_01335	gene	336				
LCEDHOCC_01335	CDS	336				hypothetical protein
LCEDHOCC_01336	gene	237				
LCEDHOCC_01336	CDS	237				hypothetical protein
LCEDHOCC_01337	gene	153				
LCEDHOCC_01337	CDS	153				hypothetical protein
LCEDHOCC_01338	gene	336				
LCEDHOCC_01338	CDS	336				hypothetical protein
LCEDHOCC_01339	gene	1707				
LCEDHOCC_01339	CDS	1707				hypothetical protein
LCEDHOCC_01340	gene	195				
LCEDHOCC_01340	CDS	195				hypothetical protein
LCEDHOCC_01341	gene	1488				
LCEDHOCC_01341	CDS	1488				hypothetical protein
LCEDHOCC_01342	gene	159				
LCEDHOCC_01342	CDS	159				hypothetical protein
LCEDHOCC_01343	gene	1209	pncB2			
LCEDHOCC_01343	CDS	1209	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase 2
LCEDHOCC_01344	gene	912				
LCEDHOCC_01344	CDS	912				hypothetical protein
LCEDHOCC_01345	gene	2196	glnD			
LCEDHOCC_01345	CDS	2196	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
LCEDHOCC_01346	gene	315				
LCEDHOCC_01346	CDS	315				hypothetical protein
LCEDHOCC_01347	gene	471				
LCEDHOCC_01347	CDS	471				hypothetical protein
LCEDHOCC_01348	gene	411				
LCEDHOCC_01348	CDS	411				hypothetical protein
LCEDHOCC_01349	gene	906	glyQ_1			
LCEDHOCC_01349	CDS	906	glyQ_1	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LCEDHOCC_01350	gene	402	ybiT			
LCEDHOCC_01350	CDS	402	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
LCEDHOCC_01351	gene	1254	cca			
LCEDHOCC_01351	CDS	1254	cca		COG0617	Multifunctional CCA protein
LCEDHOCC_01352	gene	309				
LCEDHOCC_01352	CDS	309				hypothetical protein
LCEDHOCC_01353	gene	351				
LCEDHOCC_01353	CDS	351				hypothetical protein
LCEDHOCC_01354	gene	447				
LCEDHOCC_01354	CDS	447				hypothetical protein
LCEDHOCC_01355	gene	360				
LCEDHOCC_01355	CDS	360				hypothetical protein
LCEDHOCC_01356	gene	516	glnQ			
LCEDHOCC_01356	CDS	516	glnQ			Glutamine transport ATP-binding protein GlnQ
LCEDHOCC_01357	gene	177				
LCEDHOCC_01357	CDS	177				hypothetical protein
LCEDHOCC_01358	gene	717	tcyB			
LCEDHOCC_01358	CDS	717	tcyB		COG0765	L-cystine transport system permease protein TcyB
LCEDHOCC_01359	gene	756	tcyC_1			
LCEDHOCC_01359	CDS	756	tcyC_1	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
LCEDHOCC_01360	gene	678	algC_1			
LCEDHOCC_01360	CDS	678	algC_1	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
LCEDHOCC_01361	gene	237	rfaF			
LCEDHOCC_01361	CDS	237	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
LCEDHOCC_01362	gene	447	smpB			
LCEDHOCC_01362	CDS	447	smpB		COG0691	SsrA-binding protein
LCEDHOCC_01363	gene	231				
LCEDHOCC_01363	CDS	231				hypothetical protein
LCEDHOCC_01364	gene	507				
LCEDHOCC_01364	CDS	507				hypothetical protein
LCEDHOCC_01365	gene	606				
LCEDHOCC_01365	CDS	606				hypothetical protein
LCEDHOCC_01366	gene	240				
LCEDHOCC_01366	CDS	240				hypothetical protein
LCEDHOCC_01367	gene	537	ruvC_2			
LCEDHOCC_01367	CDS	537	ruvC_2	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
LCEDHOCC_01368	gene	240	fis_2			
LCEDHOCC_01368	CDS	240	fis_2		COG2901	DNA-binding protein Fis
LCEDHOCC_01369	gene	1011	dusB_2			
LCEDHOCC_01369	CDS	1011	dusB_2	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
LCEDHOCC_01370	gene	1407	dnaB			
LCEDHOCC_01370	CDS	1407	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
LCEDHOCC_01371	gene	588				
LCEDHOCC_01371	CDS	588		1.15.1.1		Superoxide dismutase [Fe]
LCEDHOCC_01372	gene	459				
LCEDHOCC_01372	CDS	459				hypothetical protein
LCEDHOCC_01373	gene	411				
LCEDHOCC_01373	CDS	411				hypothetical protein
LCEDHOCC_01374	gene	117				
LCEDHOCC_01374	CDS	117				hypothetical protein
LCEDHOCC_01375	gene	384				
LCEDHOCC_01375	CDS	384				hypothetical protein
LCEDHOCC_01376	gene	285				
LCEDHOCC_01376	CDS	285				hypothetical protein
LCEDHOCC_01377	gene	1371	putP			
LCEDHOCC_01377	CDS	1371	putP		COG0591	Sodium/proline symporter
LCEDHOCC_01378	gene	558	gph_3			
LCEDHOCC_01378	CDS	558	gph_3	3.1.3.18		Phosphoglycolate phosphatase
LCEDHOCC_01379	gene	969	ispH			
LCEDHOCC_01379	CDS	969	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LCEDHOCC_01380	gene	495	lspA			
LCEDHOCC_01380	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
LCEDHOCC_01381	gene	207	tsf			
LCEDHOCC_01381	CDS	207	tsf		COG0264	Elongation factor Ts
LCEDHOCC_01382	gene	720	pyrH			
LCEDHOCC_01382	CDS	720	pyrH	2.7.4.22	COG0528	Uridylate kinase
LCEDHOCC_01383	gene	963	mafA1_1			
LCEDHOCC_01383	CDS	963	mafA1_1			Adhesin MafA
LCEDHOCC_01384	gene	168				
LCEDHOCC_01384	CDS	168				hypothetical protein
LCEDHOCC_01385	gene	474				
LCEDHOCC_01385	CDS	474				hypothetical protein
LCEDHOCC_01386	gene	399				
LCEDHOCC_01386	CDS	399				hypothetical protein
LCEDHOCC_01387	gene	1551	aspS			
LCEDHOCC_01387	CDS	1551	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
LCEDHOCC_01388	gene	285				
LCEDHOCC_01388	CDS	285				hypothetical protein
LCEDHOCC_01389	gene	966	yclQ_3			
LCEDHOCC_01389	CDS	966	yclQ_3		COG4607	Petrobactin-binding protein YclQ
LCEDHOCC_01390	gene	483				
LCEDHOCC_01390	CDS	483				hypothetical protein
LCEDHOCC_01391	gene	348	rhaS			
LCEDHOCC_01391	CDS	348	rhaS			HTH-type transcriptional activator RhaS
LCEDHOCC_01392	gene	1176				
LCEDHOCC_01392	CDS	1176				hypothetical protein
LCEDHOCC_01393	gene	1647				
LCEDHOCC_01393	CDS	1647				hypothetical protein
LCEDHOCC_01394	gene	423	vsr			
LCEDHOCC_01394	CDS	423	vsr	3.1.-.-	COG3727	Very short patch repair protein
LCEDHOCC_01395	gene	843	lex1_1			
LCEDHOCC_01395	CDS	843	lex1_1	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
LCEDHOCC_01396	gene	96				
LCEDHOCC_01396	CDS	96				hypothetical protein
LCEDHOCC_01397	gene	828	lex1_2			
LCEDHOCC_01397	CDS	828	lex1_2	2.-.-.-	COG3306	Lipooligosaccharide biosynthesis protein lex-1
LCEDHOCC_01398	gene	216				
LCEDHOCC_01398	CDS	216				hypothetical protein
LCEDHOCC_01399	gene	963	fabH_2			
LCEDHOCC_01399	CDS	963	fabH_2	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
LCEDHOCC_01400	gene	408				
LCEDHOCC_01400	CDS	408				hypothetical protein
LCEDHOCC_01401	gene	225				
LCEDHOCC_01401	CDS	225				hypothetical protein
LCEDHOCC_01402	gene	345				
LCEDHOCC_01402	CDS	345				hypothetical protein
LCEDHOCC_01403	gene	1236	avtA_2			
LCEDHOCC_01403	CDS	1236	avtA_2	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
LCEDHOCC_01404	gene	837				
LCEDHOCC_01404	CDS	837		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
LCEDHOCC_01405	gene	1284	gltA			
LCEDHOCC_01405	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
LCEDHOCC_01406	gene	249	sdhE			
LCEDHOCC_01406	CDS	249	sdhE		COG2938	FAD assembly factor SdhE
LCEDHOCC_01407	gene	399	sdhB			
LCEDHOCC_01407	CDS	399	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
LCEDHOCC_01408	gene	1746	recD			
LCEDHOCC_01408	CDS	1746	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
LCEDHOCC_01409	gene	318	lolD			
LCEDHOCC_01409	CDS	318	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
LCEDHOCC_01410	gene	495	exoA			
LCEDHOCC_01410	CDS	495	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
LCEDHOCC_01411	gene	345				
LCEDHOCC_01411	CDS	345				hypothetical protein
LCEDHOCC_01412	gene	531				
LCEDHOCC_01412	CDS	531				hypothetical protein
LCEDHOCC_01413	gene	738	asd			
LCEDHOCC_01413	CDS	738	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
LCEDHOCC_01414	gene	159				
LCEDHOCC_01414	CDS	159				hypothetical protein
LCEDHOCC_01415	gene	300				
LCEDHOCC_01415	CDS	300				hypothetical protein
LCEDHOCC_01416	gene	897	ispA			
LCEDHOCC_01416	CDS	897	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
LCEDHOCC_01417	gene	225	xseB			
LCEDHOCC_01417	CDS	225	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
LCEDHOCC_01418	gene	246	rsgA			
LCEDHOCC_01418	CDS	246	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
LCEDHOCC_01419	gene	1743	nhhA			
LCEDHOCC_01419	CDS	1743	nhhA		COG5295	Autotransporter adhesin NhhA
LCEDHOCC_01420	gene	822	ydfG			
LCEDHOCC_01420	CDS	822	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
LCEDHOCC_01421	gene	447				
LCEDHOCC_01421	CDS	447		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
LCEDHOCC_01422	gene	1347	mnmE			
LCEDHOCC_01422	CDS	1347	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
LCEDHOCC_01423	gene	156				
LCEDHOCC_01423	CDS	156				hypothetical protein
LCEDHOCC_01424	gene	294	lrp_1			
LCEDHOCC_01424	CDS	294	lrp_1		COG1522	Leucine-responsive regulatory protein
LCEDHOCC_01425	gene	282	lrp_2			
LCEDHOCC_01425	CDS	282	lrp_2		COG1522	Leucine-responsive regulatory protein
LCEDHOCC_01426	gene	162				
LCEDHOCC_01426	CDS	162				hypothetical protein
LCEDHOCC_01427	gene	1155	obg			
LCEDHOCC_01427	CDS	1155	obg	3.6.5.-		GTPase Obg
LCEDHOCC_01428	gene	465				
LCEDHOCC_01428	CDS	465				hypothetical protein
LCEDHOCC_01429	gene	1311				
LCEDHOCC_01429	CDS	1311				hypothetical protein
LCEDHOCC_01430	gene	183				
LCEDHOCC_01430	CDS	183				hypothetical protein
LCEDHOCC_01431	gene	831				
LCEDHOCC_01431	CDS	831				hypothetical protein
LCEDHOCC_01432	gene	912				
LCEDHOCC_01432	CDS	912				hypothetical protein
LCEDHOCC_01433	gene	1176				
LCEDHOCC_01433	CDS	1176				hypothetical protein
LCEDHOCC_01434	gene	492				
LCEDHOCC_01434	CDS	492				hypothetical protein
LCEDHOCC_01435	gene	639				
LCEDHOCC_01435	CDS	639				hypothetical protein
LCEDHOCC_01436	gene	552				
LCEDHOCC_01436	CDS	552				hypothetical protein
LCEDHOCC_01437	gene	390				
LCEDHOCC_01437	CDS	390				hypothetical protein
LCEDHOCC_01438	gene	318	ydeO_1			
LCEDHOCC_01438	CDS	318	ydeO_1		COG2207	HTH-type transcriptional regulator YdeO
LCEDHOCC_01439	gene	1005	gap_2			
LCEDHOCC_01439	CDS	1005	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
LCEDHOCC_01440	gene	831				
LCEDHOCC_01440	CDS	831				hypothetical protein
LCEDHOCC_01441	gene	564	yceI			
LCEDHOCC_01441	CDS	564	yceI			Protein YceI
LCEDHOCC_01442	gene	1071	leuB_1			
LCEDHOCC_01442	CDS	1071	leuB_1	1.1.1.85		3-isopropylmalate dehydrogenase
LCEDHOCC_01443	gene	390				
LCEDHOCC_01443	CDS	390				hypothetical protein
LCEDHOCC_01444	gene	1422	hemN			
LCEDHOCC_01444	CDS	1422	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
LCEDHOCC_01445	gene	780				
LCEDHOCC_01445	CDS	780				hypothetical protein
LCEDHOCC_01446	gene	483				
LCEDHOCC_01446	CDS	483				hypothetical protein
LCEDHOCC_01447	gene	540				
LCEDHOCC_01447	CDS	540				hypothetical protein
LCEDHOCC_01448	gene	186				
LCEDHOCC_01448	CDS	186				hypothetical protein
LCEDHOCC_01449	gene	219				
LCEDHOCC_01449	CDS	219				hypothetical protein
LCEDHOCC_01450	gene	93				
LCEDHOCC_01450	CDS	93				hypothetical protein
LCEDHOCC_01451	gene	279				
LCEDHOCC_01451	CDS	279				hypothetical protein
LCEDHOCC_01452	gene	666				
LCEDHOCC_01452	CDS	666		1.-.-.-	COG0778	Putative NAD(P)H nitroreductase
LCEDHOCC_01453	gene	774	folE2_2			
LCEDHOCC_01453	CDS	774	folE2_2	3.5.4.16		GTP cyclohydrolase FolE2
LCEDHOCC_01454	gene	711	ydcV			
LCEDHOCC_01454	CDS	711	ydcV			Inner membrane ABC transporter permease protein YdcV
LCEDHOCC_01455	gene	1296	puuB			
LCEDHOCC_01455	CDS	1296	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
LCEDHOCC_01456	gene	2070	ppc			
LCEDHOCC_01456	CDS	2070	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
LCEDHOCC_01457	gene	627				
LCEDHOCC_01457	CDS	627				hypothetical protein
LCEDHOCC_01458	gene	618				
LCEDHOCC_01458	CDS	618				hypothetical protein
LCEDHOCC_01459	gene	156	alaS_1			
LCEDHOCC_01459	CDS	156	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
LCEDHOCC_01460	gene	732				
LCEDHOCC_01460	CDS	732				hypothetical protein
LCEDHOCC_01461	gene	666				
LCEDHOCC_01461	CDS	666				hypothetical protein
LCEDHOCC_01462	gene	183				
LCEDHOCC_01462	CDS	183				hypothetical protein
LCEDHOCC_01463	gene	750	etfB			
LCEDHOCC_01463	CDS	750	etfB			Electron transfer flavoprotein subunit beta
LCEDHOCC_01464	gene	747	rfaC			
LCEDHOCC_01464	CDS	747	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
LCEDHOCC_01465	gene	648				
LCEDHOCC_01465	CDS	648				hypothetical protein
LCEDHOCC_01466	gene	423				
LCEDHOCC_01466	CDS	423				hypothetical protein
LCEDHOCC_01467	gene	726				
LCEDHOCC_01467	CDS	726				hypothetical protein
LCEDHOCC_01468	gene	255	dnrN			
LCEDHOCC_01468	CDS	255	dnrN		COG2846	Iron-sulfur cluster repair protein DnrN
LCEDHOCC_01469	gene	792	nadE			
LCEDHOCC_01469	CDS	792	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
LCEDHOCC_01470	gene	873	tyrC			
LCEDHOCC_01470	CDS	873	tyrC	1.3.1.43		Cyclohexadienyl dehydrogenase
LCEDHOCC_01471	gene	813	nit1			
LCEDHOCC_01471	CDS	813	nit1	3.5.1.128		Deaminated glutathione amidase
LCEDHOCC_01472	gene	1950	mutS			
LCEDHOCC_01472	CDS	1950	mutS			DNA mismatch repair protein MutS
LCEDHOCC_01473	gene	2058	ppk			
LCEDHOCC_01473	CDS	2058	ppk	2.7.4.1		Polyphosphate kinase
LCEDHOCC_01474	gene	447	murU			
LCEDHOCC_01474	CDS	447	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
LCEDHOCC_01475	gene	432				
LCEDHOCC_01475	CDS	432				hypothetical protein
LCEDHOCC_01476	gene	924				
LCEDHOCC_01476	CDS	924				hypothetical protein
LCEDHOCC_01477	gene	600				
LCEDHOCC_01477	CDS	600				hypothetical protein
LCEDHOCC_01478	gene	363				
LCEDHOCC_01478	CDS	363				hypothetical protein
LCEDHOCC_01479	gene	384	fadM			
LCEDHOCC_01479	CDS	384	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
LCEDHOCC_01480	gene	489	resA_2			
LCEDHOCC_01480	CDS	489	resA_2			Thiol-disulfide oxidoreductase ResA
LCEDHOCC_01481	gene	519				
LCEDHOCC_01481	CDS	519				hypothetical protein
LCEDHOCC_01482	gene	1131				
LCEDHOCC_01482	CDS	1131				hypothetical protein
LCEDHOCC_01483	gene	183				
LCEDHOCC_01483	CDS	183				hypothetical protein
LCEDHOCC_01484	gene	162				
LCEDHOCC_01484	CDS	162				hypothetical protein
LCEDHOCC_01485	gene	441				
LCEDHOCC_01485	CDS	441				hypothetical protein
LCEDHOCC_01486	gene	738				
LCEDHOCC_01486	CDS	738				hypothetical protein
LCEDHOCC_01487	gene	1785	menF			
LCEDHOCC_01487	CDS	1785	menF	5.4.4.2		Isochorismate synthase MenF
LCEDHOCC_01488	gene	1044	argC			
LCEDHOCC_01488	CDS	1044	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
LCEDHOCC_01489	gene	294				
LCEDHOCC_01489	CDS	294				hypothetical protein
LCEDHOCC_01490	gene	2096				
LCEDHOCC_01490	rRNA	2096				23S ribosomal RNA (partial)
LCEDHOCC_01491	gene	693				
LCEDHOCC_01491	CDS	693				hypothetical protein
LCEDHOCC_01492	gene	1017	hap_1			
LCEDHOCC_01492	CDS	1017	hap_1	3.4.21.-		Adhesion and penetration protein autotransporter
LCEDHOCC_01493	gene	1233	epsF			
LCEDHOCC_01493	CDS	1233	epsF		COG1459	Type II secretion system protein F
LCEDHOCC_01494	gene	816				
LCEDHOCC_01494	CDS	816				hypothetical protein
LCEDHOCC_01495	gene	423				
LCEDHOCC_01495	CDS	423				hypothetical protein
LCEDHOCC_01496	gene	648				
LCEDHOCC_01496	CDS	648				hypothetical protein
LCEDHOCC_01497	gene	345				
LCEDHOCC_01497	CDS	345				hypothetical protein
LCEDHOCC_01498	gene	831				
LCEDHOCC_01498	CDS	831				hypothetical protein
LCEDHOCC_01499	gene	519	yhgF			
LCEDHOCC_01499	CDS	519	yhgF		COG2183	Protein YhgF
LCEDHOCC_01500	gene	342				
LCEDHOCC_01500	CDS	342				hypothetical protein
LCEDHOCC_01501	gene	600				
LCEDHOCC_01501	CDS	600				hypothetical protein
LCEDHOCC_01502	gene	273				
LCEDHOCC_01502	CDS	273				hypothetical protein
LCEDHOCC_01503	gene	1110	gatA			
LCEDHOCC_01503	CDS	1110	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
LCEDHOCC_01504	gene	933				
LCEDHOCC_01504	CDS	933			COG2990	putative protein
LCEDHOCC_01505	gene	507	luxS_1			
LCEDHOCC_01505	CDS	507	luxS_1	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
LCEDHOCC_01506	gene	507	luxS_2			
